LIBID,Year,LibraryName,Address,City,ZIP,MailingAddress,MailingCity,MailingZIP,County,Phone,DistCoop,CentralLibrary,Branches,Bookmobiles,RegisteredUsers,RegisteredUsersAdded,LibrariansALAMLS,LibrariansTotal,OtherStaff,Volunteers,VolunteerHours,FriendsGroup,Foundation,StaffPositionsFT,StaffPositionsPTUnder20,StaffPositionsPTOver20,StaffPositionsTempOnCall,RevenueCity,RevenueCounty,RevenueDistrict,RevenueState,RevenueLSTA,RevenueErate,RevenueOtherFed,RevenueOtherOperating,CaptialRevenueLocal,CapitalRevenueState,CapitalRevenueFed,CapitalRevenueOther,ExpendituresSalariesWages,ExpendituresBenefits,ExpendituresPrintMaterials,ExpendituresPeriodicals,ExpendituresElectronicMaterials,ExpendituresOtherMaterials,ExpendituresOtherOperating,ExpendituresServiceCharges,CapitalExpendituresConstruction,CapitalExpendituresEquipment,CapitalExpendituresOther,CollectionBooks,CollectionBooksAdded,CollectionPhysicalAudio,CollectionPhysicalAudioAdded,CollectionVideosPhysical,CollectionVideosPhysicalAdded,CollectionOtherMaterials,CollectionOtherMaterialsAdded,CollectionEbooksODLC,CollectionEbooksODLCAdded,CollectionEbooksLocal,CollectionEbooksLocalAdded,CollectionAudiobooksODLC,CollectionAudiobooksODLCAdded,CollectionAudiobooksLocal,CollectionAudiobooksLocalAdded,CollectionDigitalVideosODLC,CollectionDigitalVideosODLCAdded,CollectionDigitalVideosLocal,CollectionDigitalVideosLocalAdded,CollectionPhysicalSpanish,CollectionDigitalSpanish,CollectionOtherLanguages,CollectionDatabasesLocal,CollectionDatabasesLocalAdded,CollectionStatewideDatabases,CollectionStatewideDatabasesAdded,DatabaseUsageStatewide,DatabaseUsageLocal,CircAdult,CircAdultRenewals,CircYA,CircYARenewals,CircChildrens,CircChildrensRenewals,CircOtherMaterials,CircOtherMaterialsRenewals,CircNoAgeCategory,CircNoAgeCategoryRenewals,CircODLC,CircEcontentLocal,CircNetworkLoans,CircILLLoans,CircNetworkBorrows,CircILLBorrows,CircNonresidents,ReferenceTransactions,ReferenceTransactionsMethod,MeetingRoomUse,ProgramsSummerReading,ProgramsKids0-11,ProgramsKids0-11Attendance,ProgramsKids0-5,ProgramsKids0-5Attendance,ProgramsKids6-11,ProgramsKids6-11Attendance,ProgramsYA12-18,ProgramsYA12-18Attendance,ProgramsAdults,ProgramsAdultsAttendance,ProgramsGeneralInterest,ProgramsGeneralInterestAttendance,ProgramsInPersonOnsite,ProgramsInPersonOnsiteAttendance,ProgramsInPersonOffsite,ProgramsInPersonOffsiteAttendance,ProgramsVirtual,ProgramsVirtualAttendance,ProgramsRecorded,ProgramsRecordedViews,ProgramsSelfDirected,ProgramsSelfDirectedParticipants,TechPublicComputersSessions,TechPublicComputersMethod,TechPublicComputers,TechWiFiScenario,TechWiFiSessions,TechWiFiSessionsMethod,TechDownloadSpeed,TechUploadSpeed,TechSharedILS,TechILSProductName,TechWebsiteVisits,HoursWeekday,HoursWeekdayEvening,HoursWeekend,HoursWeekendEvening,WeeksOpenYear,HoursOpenYear,LibraryVisits,LibraryVisitsMethod,FacilitiesSqFtCentral,FacilitiesSqFtTotal,FacilitiesConstructionDate,FacilitiesRemodelDate,FinesAdultMaterials,FinesChildrensMaterials,FinesYAMaterials,FeesILL,FeesNonresident,SalaryDirectorHourlyLow,SalaryDirectorHourlyHigh,SalarySupervisoryLibHourlyLow,SalarySupervisoryLibHourlyHigh,SalaryLibrarianHourlyLow,SalaryLibrarianHourlyHigh,SalaryLibAssistHourlyLow,SalaryLibAssistHourlyHigh,SalaryLibClerkHourlyLow,SalaryLibClerkHourlyHigh,PopulationServed,InterlibraryRelationshipCode,LegalBasisCode,AdminStructureCode,PLSCPubLibDefinition,GeographicCode,Website
OR0062,2011,Port Orford Public Library,1421 Oregon St,Port Orford,97465,PO Box 130,Port Orford,97465,Curry,541-332-5622,NONE,1,0,0,2489,,0.48,1.52,0,36,2873,TRUE,TRUE,,,,,0,0,102408,1000,0,1319,0,27627,0,0,0,0,57131,11885,6991,1860,0,1078,56823,,0,0,0,25097,1195,1647,128,1958,316,569,20,56,13,,,0,0,,,,,,,,,,16,2,23,1,,,31643,,,,5600,,,,,,,,644,30,698,72,4991,3494,,,TRUE,88,1088,,,,,1,8,85,983,,,,,,,,,,,,,22136,,8,,,,3.1M-6.0Mbps,,Curry County Library Network,The Library Corporation (TLC),,35,3,8,0,52,2329,35695,,10800,10800,,,0.25,0.25,0.25,1.5,20,,15.02,,,,,,9.5,,,2367,ME,LD,SO,TRUE,CI2,
OR0066,2011,Rainier City Library,106 B St,Rainier,97048,PO Box 100,Rainier,97048,Columbia,503-556-7301,NONE,1,0,0,706,,0,0.8,0,6,1327,FALSE,FALSE,,,,,65927,0,0,1000,0,0,0,684,3436,0,0,0,32446,21112,1877,131,0,1577,845,,0,0,3436,9401,500,175,40,342,50,,,0,0,,,0,0,,,,,,,,,,0,0,23,1,,,3139,,,,1824,,0,,,,,,0,10,0,60,2500,500,,,TRUE,4,375,,,,,0,0,0,0,,,,,,,,,,,,,2611,,9,,,,129-256K,,NONE,Library World,,24,8,0,0,52,1594,4344,,1200,1200,,,0.1,0.1,0.1,0,,,19.5,,,,,,,,,1895,NO,CI,SO,TRUE,CI1,
OR0069,2011,Salem Public Library,585 Liberty St SE,Salem,97301,585 Liberty St SE,Salem,97301,Marion,503-588-6315,CCRLS,1,1,1,111650,,10.5,10.5,36.75,327,25695,TRUE,TRUE,,,,,3199412,0,525200,19177,6524,0,0,313780,55848,0,0,241952,2234804,997649,303311,32832,79467,100218,315812,,0,55848,241952,458829,25404,21160,2168,12183,2354,6097,268,12588,4290,,,15750,3608,,,,,,,,,,27,12,23,1,,,719947,,,,498837,,,,,,,,78080,1144,110756,2422,161136,90739,,,TRUE,1047,94607,,,,,44,1048,406,11535,,,,,,,,,,,,,111267,,90,,,,11M-100Mbps,,CCRLS,Innovative Interfaces,,28,13,11,1,52,4358,691071,,91148,97148,,,0.25,0.25,0.25,1,60,36.91,47.22,26.38,33.72,21.57,26.38,18.4,22.46,13.5,16.02,238195,ME,CI,MO,TRUE,CI1,
OR0071,2011,Sandy Public Library,38980 Proctor Blvd,Sandy,97055,38980 Proctor Blvd,Sandy,97055,Clackamas,503-668-5537,LINCC,1,1,0,15001,,2,3.75,7.2,27,5475,TRUE,FALSE,,,,,0,200000,981789,3851,0,0,0,38403,200000,0,0,594000,465606,170526,76180,5450,1488,16278,114803,,217615,2087,13428,63502,6367,4254,309,6783,1087,141,0,12293,4290,,,15525,3608,,,,,,,,,,10,5,23,1,,,352680,,,,117769,,,,,,,,115179,276,122496,71,44820,8000,,,TRUE,160,3457,,,,,0,0,37,400,,,,,,,,,,,,,36587,,17,,,,101M-200Mbps,,LINCC,SirsiDynix,,35,10,11,0,51,5156,158056,,9500,11250,,,0.25,0.25,,1,95,30.91,40.56,18.95,24.86,,,17.42,22.92,14.11,18.51,31001,ME,LD,MO,TRUE,CI2,
OR0072,2011,Scappoose Public Library District,52469 SE 2nd St,Scappoose,97056,PO Box 400,Scappoose,97056,Columbia,503-543-7123,NONE,1,0,0,7587,,1,1,3.6,24,647,TRUE,FALSE,,,,,0,0,230460,1338,0,0,0,13819,0,0,0,0,119266,15462,21540,1998,684,3255,65323,,35292,0,0,42714,4370,1995,302,2330,253,0,0,0,0,,,0,0,,,,,,,,,,2,1,23,1,,,38089,,,,19260,,,,,,,,0,0,0,36,0,1750,,,TRUE,69,1820,,,,,24,212,6,97,,,,,,,,,,,,,14953,,12,,,,3.1M-6.0Mbps,,NONE,SirsiDynix Horizon,,35,11,6,0,52,2190,38183,,11020,11020,,,0.2,0.2,0.1,2.5,20,,25,,,,,,11.5,,10.25,12174,NO,LD,SO,TRUE,OTH,
OR0073,2011,Scio Public Library,38957 NW 1st Ave,Scio,97374,PO Box 37,Scio,97374,Linn,503-304-3342,NONE,1,0,0,443,,0,1,0,21,623,TRUE,FALSE,,,,,45943,0,0,1000,1309,0,0,4716,0,0,0,0,28564,13892,4464,230,355,500,0,,0,0,0,13197,758,259,15,397,65,170,3,0,0,,,0,0,,,,,,,,,,1,0,23,1,,,2675,,,,4547,,,,,,,,0,0,212,0,0,,,,TRUE,42,888,,,,,0,0,35,363,,,,,,,,,,,,,2491,,5,,,,512K-768Kbps,,NONE,other,,32,3,3,0,52,1894,7800,,783,783,,,0.05,0.05,,0,30,,14.08,,,,,,,,,840,NO,CI,SO,TRUE,CI1,
OR0074,2011,Seaside Public Library,1131 Broadway St,Seaside,97138,1131 Broadway,Seaside,97138,Clatsop,503-738-6742,NONE,1,0,0,5429,,2,3,4,33,1499,TRUE,FALSE,,,,,564654,0,0,1000,0,0,0,29644,0,0,0,0,303506,126348,19083,2726,6145,9150,107300,,0,0,0,39476,5928,2761,940,3657,1078,750,550,12293,4290,,,15525,3608,,,,,,,,,,0,0,23,1,,,109830,,,,25203,,,,,,,,0,888,0,2058,7943,5512,,,TRUE,149,3917,,,,,0,0,56,1248,,,,,,,,,,,,,38660,,20,,,,3.1M-6.0Mbps,,NONE,The Library Corporation (TLC),,32,9,12,0,52,2726,129027,,13700,13700,,,0.1,0.1,0,0,50,27,37,,,,,16.06,20,11.96,15,6460,NO,CI,SO,TRUE,CI1,
OR0075,2011,Sheridan Public Library,142 NW Yamhill St,Sheridan,97378,PO Box 248,Sheridan,97378,Yamhill,503-843-3420,CCRLS,1,0,0,4783,,0.1,1,2,29,614,FALSE,FALSE,,,,,223720,0,19397,1000,0,0,0,3787,1500,0,0,0,124446,64374,8000,1000,0,0,24400,,0,0,0,25135,974,850,25,1584,244,240,500,12293,4290,,,15525,3608,,,,,,,,,,12,12,23,1,,,38310,,,,13449,,0,,,,,,9154,3,14286,0,7418,1150,,,TRUE,14,514,,,,,0,0,41,168,,,,,,,,,,,,,4238,,6,,,,1.5Mbps,,CCRLS,Innovative Interfaces,,19,9,4,0,52,1664,27820,,3000,3000,,,0.25,0.25,0.25,return postage,60,20.76,27.8,,,,,,,10.42,27.78,9406,ME,CI,SO,TRUE,CI1,
OR9003,2011,Sherman County Public/school Library,65912 High School Loop,Moro,97039,65912 High School Loop,Moro,97039,Sherman,541-565-3279,NONE,1,0,0,933,,0.01,1.43,0.61,11,73,FALSE,FALSE,,,,,0,42963,44894,2548,0,0,0,1000,0,0,0,0,45756,19318,7930,960,200,1132,16309,,0,0,0,15459,972,567,57,502,74,,,12293,4290,,,15525,3608,,,,,,,,,,0,0,23,1,,,4889,,,,2254,,,,,,,,629,0,564,0,37,572,,,TRUE,8,282,,,,,3,72,16,313,,,,,,,,,,,,,9776,,16,,,,Greater than 201Mbps,,Sage,Evergreen,,38,4,6,0,52,2054,26676,,7280,7280,,,0.1,0.1,0.1,0,,,,,,,,10.71,13.58,,,1765,NO,CO,SO,TRUE,CO1,
OR0133,2011,Sherwood Public Library,22560 SW Pine St,Sherwood,97140,22560 SW Pine St,Sherwood,97140,Washington,503-625-6688,WCCLS,1,0,0,11631,,4,4,4.45,50,1822,TRUE,TRUE,,,,,248099,686849,0,2102,0,0,0,39480,0,0,0,0,436219,159927,48426,7528,0,38045,286385,,0,0,0,34505,4435,3480,462,5708,935,14,0,12396,4302,,,15525,3608,,,,,,,,,,27,0,23,1,,,209042,,,,194826,,,,,,,,110710,527,145907,628,63226,11735,,,TRUE,388,15202,,,,,1,25,15,210,,,,,,,,,,,,,19568,,7,,,,6.1M-10Mbps,,WCCLS,Polaris,,35,13,11,1,52,3030,279886,,14400,14400,,,0.15,0.15,0.15,0,100,31.13,39.85,,,21.31,27.27,14.17,18.14,10.53,13.48,20393,ME,CI,SO,TRUE,CI1,
OR0078,2011,Silver Falls Library District,410 S Water St,Silverton,97381,410 S Water St,Silverton,97381,Marion,503-873-7633,CCRLS,1,0,0,10315,,3,3,7.5,21,2087,TRUE,FALSE,,,,,0,9171,683835,2603,0,0,0,34285,0,0,0,0,370223,125273,54313,6970,2264,17417,104567,,0,0,0,69229,4445,2897,430,4762,638,231,4,12293,4290,,,15525,3608,,,,,,,,,,15,12,23,1,,,136721,,,,59884,,,,,,,,25541,7,25503,173,17105,6760,,,TRUE,166,5349,,,,,0,0,15,162,,,,,,,,,,,,,18625,,10,,,,6.1M-10Mbps,,CCRLS,Innovative Interfaces,,28,13,7,0,50,2377,87300,,17172,17172,,,0.25,0.25,0.1,1,75,,36.9,19.07,23.99,,,12.82,18.64,10.04,12.94,29913,ME,LD,SO,TRUE,OTH,
OR0008,2011,Siuslaw Public Library District,1460 9th St,Florence,97439,1460 9th St,Florence,97439,Lane,541-997-3132,NONE,1,1,0,7881,,3,5,4,108,4631,TRUE,TRUE,,,,,0,0,793742,1744,0,6552,0,75992,5508,0,0,0,364993,125368,62575,16479,6193,25104,167689,,4829,21798,1900,83757,5210,5837,513,5979,1024,1500,0,14329,4290,,,15825,3608,,,,,,,,,,11,2,23,1,,,172201,,,,36373,,,,,,,,1272,144,1058,544,0,10650,,,TRUE,253,7976,,,,,8,136,34,623,,,,,,,,,,,,,27431,,34,,,,11M-100Mbps,,NONE,SirsiDynix,,35,9,11,1,52,4077,290737,,20790,21765,,,0,0,0,as charged by other library / OCLC cost,50,,37.75,,,15.68,24.14,12.71,19.57,10.17,15.66,17469,ME,LD,MO,TRUE,OTH,
OR0038,2011,Southern Wasco County Library,507 Grant Ave,Maupin,97037,PO Box 328,Maupin,97037,Wasco,541-395-2208,WCLSD,1,0,0,550,,0,0.5,0.25,0,0,FALSE,FALSE,,,,,0,0,52672,1000,0,0,0,285,0,0,0,0,24720,4177,10609,279,0,1297,7487,,0,0,0,6605,811,165,54,276,30,1550,,12293,4290,,,15525,3608,,,,,,,,,,0,0,23,1,,,,,,,,,8580,,,,,,616,0,991,0,0,1248,,,TRUE,66,900,,,,,2,25,1,5,,,,,,,,,,,,,1744,,3,,,,257-512K,,Sage,Evergreen,,16,4,0,0,52,1040,3632,,871,871,,,0,0,0,1,,,15.5,,,,,,,,11.36,420,NO,LD,SO,TRUE,CI2,
OR0142,2011,Spray Public/school Library,303 Park Ave,Spray,97874,PO Box 230,Spray,97874,Wheeler,541-468-2226,NONE,1,0,0,140,,0,1,0,3,304,FALSE,FALSE,,,,,0,0,43129,1000,0,0,3505,3960,0,0,0,0,20153,11490,6505,415,1350,100,140,,0,0,0,12505,1255,102,31,290,12,0,0,15,14,,,0,0,,,,,,,,,,1,2,23,1,,,,,,,,,1380,,,,,,1,14,19,22,12,1200,,,TRUE,4,410,,,,,2,88,2,310,,,,,,,,,,,,,6105,,10,,,,1.5Mbps,,NONE,Follett Destiny,,33,1,2,0,38,1368,7120,,1000,1000,,,0,0,0,0,,9.59,12.56,,,,,,,,,470,ME,SD,SO,TRUE,SD1,
OR0079,2011,Springfield Public Library,225 5th St,Springfield,97477,225 5th St,Springfield,97477,Lane,541-726-3766,NONE,1,0,0,19030,,7,7.8,5.6,55,5454,TRUE,TRUE,,,,,1376152,0,0,5516,0,0,0,110578,0,0,0,0,735585,328934,102847,6189,18943,7970,291778,,0,0,0,146206,9572,5392,642,5112,700,854,1,0,0,,,0,0,,,,,,,,,,7,0,23,1,,,175900,,,,163881,,,,,,,,1452,433,931,131,13521,18895,,,TRUE,230,9255,,,,,31,338,28,734,,,,,,,,,,,,,50294,,34,,,,1.6M-3.0Mbps,,NONE,SirsiDynix,,33,8,5,0,52,2300,197438,,24910,24910,,,0.15,0.15,0.15,3,70,40.57,60.85,34.05,51.07,20.7,31.06,15.15,22.73,,,59425,ME,CI,SO,TRUE,CI1,
OR0081,2011,St. Helens Public Library,"375 S 18th St, Ste A",St. Helens,97051,"375 S 18th St, Suite A",St. Helens,97051,Columbia,503-397-4544,NONE,1,0,0,3542,,2.5,2.5,2.5,16,1114,TRUE,TRUE,,,,,459955,0,0,1340,0,0,0,20294,0,0,0,0,222798,101464,27404,2798,4105,5975,107523,,0,9521,0,37318,3426,2590,299,2871,515,166,3,12293,4290,,,15525,3608,,,,,,,,,,2,0,23,1,,,57097,,,,55770,,,,,,,,0,4,0,211,114,4256,,,TRUE,145,3907,,,,,10,400,1,125,,,,,,,,,,,,,17776,,16,,,,3.1M-6.0Mbps,,NONE,The Library Corporation (TLC),,35,8,4,0,52,2356,55138,,6570,6570,,,0.25,0.25,0.25,0,35,32.45,39.43,,,20.41,24.12,,12.44,,,12905,NO,CI,SO,TRUE,CI1,
OR0082,2011,Stanfield Public Library,180 West Coe Ave,Stanfield,97875,PO Box 489,Stanfield,97875,Umatilla,541-449-1254,UCSLD,1,0,0,567,,0,0.75,0.53,11,279,FALSE,FALSE,,,,,5095,0,58711,1000,0,0,0,3390,0,0,0,0,37183,19406,4009,600,0,240,20101,,0,0,0,4951,602,148,24,378,340,777,350,0,0,,,0,0,,,,,,,,,,0,0,23,1,,,4117,,,,3516,,0,,,,,,430,0,533,0,0,490,,,TRUE,36,1126,,,,,12,42,1,13,,,,,,,,,,,,,2623,,6,,,,769Kbps-1.4 Mbps,,Sage,Evergreen,,32,4,0,0,52,1784,8459,,3000,3000,,,0.2,0.2,0.2,0,35,10.62,16.34,,,8.5,10.5,,10.3,,,2866,ME,CI,SO,TRUE,CI1,
OR0083,2011,Stayton Public Library,515 N First Ave,Stayton,97383,515 N 1st Ave,Stayton,97383,Marion,503-769-3313,CCRLS,1,0,0,9764,,1,1,4.5,45,3500,TRUE,TRUE,,,,,280200,0,63422,1000,0,0,0,54679,0,0,0,25000,218983,67055,32700,2500,0,5500,28770,,0,0,0,46454,2780,4356,214,4078,400,161,,12293,4290,,,15525,3608,,,,,,,,,,14,12,23,1,,,85561,,,,66567,,,,,,,,19011,2,18429,189,93594,8452,,,TRUE,265,9728,,,,,35,2634,15,147,,,,,,,,,,,,,25110,,18,,,,11M-100Mbps,,CCRLS,Innovative Interfaces,,31,9,6,0,52,2366,105101,,12500,12500,,,0.25,0.25,0.25,as charged by other library / OCLC cost,60,,29,,,,,13.53,17.27,11.31,14.43,11741,ME,CI,SO,TRUE,CI1,
OR0084,2011,Sweet Home Public Library,1101 13th Ave,Sweet Home,97386,1101 13th Ave,Sweet Home,97386,Linn,541-367-5007,NONE,1,0,0,3434,,0,0,1.74,24,756,TRUE,FALSE,,,,,177185,0,0,1034,3199,0,0,6366,0,0,0,0,107377,49407,21283,3525,0,600,40287,,0,0,1631,34893,2043,1522,71,1515,181,55,0,0,0,,,0,0,,,,,,,,,,0,0,23,1,,,40776,,,,16150,,,,,,,,0,0,0,100,0,1310,,,TRUE,31,1072,,,,,4,150,2,12,,,,,,,,,,,,,11232,,6,,,,6.1M-10Mbps,,NONE,The Library Corporation (TLC),,27,6,6,0,52,2028,31200,,5757,5757,,,0.05,0.05,0.05,3,35,21.6,26.24,,,,,13.37,16.25,,,8945,NO,CI,SO,TRUE,CI1,
OR0085,2011,The Dalles-Wasco County Library,722 Court St,The Dalles,97058,722 Court St,The Dalles,97058,Wasco,541-296-2815,WCLSD,1,0,0,12573,,1,1,9.55,51,889,TRUE,TRUE,,,,,0,0,956574,3623,0,5631,0,18047,0,0,0,0,413274,186128,56117,4118,1780,17601,187708,,0,0,0,67698,5348,3881,616,4503,1179,3579,2183,12293,4290,,,15525,3608,,,,,,,,,,1,0,23,1,,,,,,,,,160405,,,,,,3654,9,2475,408,2588,7577,,,TRUE,468,9566,,,,,20,206,123,967,,,,,,,,,,,,,30776,,16,,,,11M-100Mbps,,Sage,Evergreen,,35,15,7,0,52,2890,98072,,14960,14960,,,0.1,0.1,0.05,1,75,34,41.82,17.23,21.19,,,15.84,19.1,13.82,16.67,21719,ME,LD,SO,TRUE,CO1,
OR0086,2011,Tigard Public Library,13500 SW Hall Blvd,Tigard,97223,13500 SW Hall Blvd,Tigard,97223,Washington,503-684-6537,WCCLS,1,0,0,36622,,15.2,15.2,23.6,443,25033,TRUE,TRUE,,,,,2792042,2868380,0,5996,5453,0,0,0,0,0,0,0,2195335,802149,449917,22551,0,198830,1997636,,0,992,0,191216,33393,18784,3308,22488,5458,1480,156,12396,4302,,,15525,3608,,,,,,,,,,27,0,23,1,,,845031,,,,667867,,0,,,,,,475455,2104,235785,1580,0,37913,,,TRUE,672,23742,,,,,46,1262,355,6709,,,,,,,,,,,,,110383,,91,,,,6.1M-10Mbps,,WCCLS,Polaris,,32,20,12,2,52,3391,502987,,48430,48430,,,0.15,0.15,1,0,100,41.74,55.93,31.81,42.62,20.8,27.88,17.08,22.88,15.47,20.73,68720,ME,CI,SO,TRUE,CI1,
OR0087,2011,Tillamook County Library,1716 3rd St,Tillamook,97141,1716 Third St,Tillamook,97141,Tillamook,503-842-4792,NONE,1,5,1,22774,,7,7,15,85,2957,TRUE,TRUE,,,,,0,2342965,0,3373,0,0,0,31781,0,0,0,0,933758,466056,134545,14399,13000,28836,446474,,0,0,0,145095,15250,25767,856,11738,1620,451,41,12293,4290,,,15525,3608,,,,,,,,,,8,0,23,1,,,,,,,,,432742,,,,,,62255,1365,76674,1002,62265,13630,,,TRUE,495,5675,,,,,32,382,78,1999,,,,,,,,,,,,,26607,,39,,,,1.6M-3.0Mbps,,Coastal Resource Sharing Network,SirsiDynix,,40,17,8,1,52,12994,207664,,30000,37200,,,0.1,0.1,,as charged by other library / OCLC cost,50,,42.62,,23.5,,20.35,,,,14.49,25260,HQ,CO,MO,TRUE,CO1,
OR0088,2011,Toledo Public Library,173 NW 7th St,Toledo,97391,173 NW 7th St,Toledo,97391,Lincoln,541-336-3132,LCLD,1,0,0,2895,,1,1,2.4,26,672,FALSE,FALSE,,,,,148509,0,96111,1000,0,0,0,13975,0,0,0,0,129709,47017,18334,4719,19925,3420,29914,,0,0,0,34181,2428,1252,93,4918,528,0,0,12293,4290,,,15525,3608,,,,,,,,,,1,0,23,1,,,58997,,,,12776,,,,,,,,15029,774,7588,546,28358,2423,,,TRUE,95,2719,,,,,0,0,3,236,,,,,,,,,,,,,11824,,4,,,,1.5Mbps,,Coastal Resource Sharing Network,SirsiDynix,,31,9,10,0,52,2519,46258,,8000,8000,,,0,0,0,return postage,60,22.65,27.88,,,,,10.63,12.56,,10.66,5481,ME,CI,SO,TRUE,CI1,
OR0090,2011,Tualatin Public Library,18878 SW Martinazzi Ave,Tualatin,97062,18878 SW Martinazzi Ave,Tualatin,97062,Washington,503-691-3074,WCCLS,1,0,0,21197,,7,7,13.52,470,11586,TRUE,TRUE,,,,,230622,1249437,70000,3301,4814,0,0,63950,0,0,0,0,905624,349545,109147,11912,0,91528,39458,,0,0,0,73458,11055,12766,1915,13933,2716,277,22,12396,4302,,,15525,3608,,,,,,,,,,27,0,23,1,,,417228,,,,333899,,0,,,,,,221456,846,173550,1313,310025,43248,,,TRUE,386,12998,,,,,206,1937,204,2382,,,,,,,,,,,,,75097,,41,,,,1.6M-3.0Mbps,,WCCLS,Polaris,,35,17,11,2,52,3314,333301,,23000,23000,,,0.15,0.15,0.15,as charged by other library / OCLC cost,90,35.21,44.6,28.38,35.95,22.42,28.4,18.03,22.84,15.58,19.73,27297,ME,CI,SO,TRUE,CI1,
OR0130,2011,Ukiah School District,201 Hill St,Ukiah,97880,PO Box 218,Ukiah,97880,Umatilla,541-427-3735,UCSLD,1,0,0,,,0,0.5,0,1,25,TRUE,FALSE,,,,,0,0,26500,1000,0,0,0,1423,0,0,0,0,14500,1450,4000,0,0,500,2500,,0,0,0,11075,3000,500,0,3000,500,0,0,0,0,,,0,0,,,,,,,,,,0,0,23,1,,,9500,,,,3000,,,,,,,,275,0,180,0,150,520,,,TRUE,75,275,,,,,12,300,20,150,,,,,,,,,,,,,3330,,4,,,,512K-768Kbps,,Sage,Evergreen,,33,1,0,0,52,925,7200,,750,750,,,0,0,0,0,,,,,,,,,,12.72,13,432,ME,SD,SO,TRUE,SD1,
OR9000,2011,Umatilla County Special Library District,425 South Main St,Pendleton,97801,PO Box 1689,Pendleton,97801,Umatilla,541-276-6449,UCSLD,0,0,0,0,,1,1,1.38,0,0,FALSE,FALSE,,,,,0,0,258994,5197,0,1133,0,157667,0,0,0,0,126725,55825,9918,388,0,0,160042,,0,0,1764,,,,,,,0,0,,,,,,,,,,,,,,,,1,0,23,1,,,,,,,,,9135,,,,,,0,0,0,0,0,0,,,FALSE,27,2076,,,,,0,0,10,669,,,,,,,,,,,,,0,,0,,,,1.6M-3.0Mbps,,Sage,Evergreen,,40,0,0,0,0,2080,0,,0,0,,,0,0,0,0,,,37.66,,17.83,,,,,,,0,HQ,LD,MA,FALSE,CO2,
OR0092,2011,Umatilla Public Library,700 6th St,Umatilla,97882,PO Box 820,Umatilla,97882,Umatilla,541-922-5704,UCSLD,1,0,0,1727,,0,1,1.5,1,100,TRUE,FALSE,,,,,0,0,138730,1000,0,1445,0,7849,52000,0,0,0,87271,37481,13474,794,0,1810,17511,,0,3729,0,21604,1089,1430,86,1181,178,0,0,0,0,,,0,0,,,,,,,,,,1,1,23,1,,,24071,,,,8479,,,,,,,,1282,0,548,0,0,1200,,,TRUE,15,370,,,,,12,73,1,2,,,,,,,,,,,,,2100,,10,,,,1.5Mbps,,Sage,Evergreen,,35,5,4,0,52,2187,14245,,4720,4720,,,0.2,0.2,0.2,0,30,15,16,,,,,14,17,,,9676,ME,CI,SO,TRUE,CI1,
OR0093,2011,Union Carnegie Public Library,182 N Main St,Union,97883,PO Box 928,Union,97883,Union,541-562-5811,NONE,1,0,0,2262,,0,1,0,20,2005,TRUE,FALSE,,,,,65839,3000,0,1000,0,0,0,0,0,0,0,0,28532,18397,1725,25,0,250,13910,,0,0,0,29790,7790,1005,116,4401,591,3042,242,0,0,,,0,0,,,,,,,,,,1,0,23,1,,,13586,,,,10787,,,,,,,,369,22,396,3,0,405,,,TRUE,188,2597,,,,,20,112,172,1333,,,,,,,,,,,,,4349,,2,,,,56K or less,,Sage,Evergreen,,25,6,0,0,52,1586,8929,,2770,2770,,,0,0,0,0,,,13.05,,,,,,,,,3164,ME,CI,SO,TRUE,CI1,
OR0096,2011,Vernonia Public Library,701 Weed Ave,Vernonia,97064,701 Weed Ave,Vernonia,97064,Columbia,503-429-1818,NONE,1,0,0,2396,,0,0.63,0.5,24,300,TRUE,FALSE,,,,,71910,0,0,1000,0,0,0,3300,0,0,0,0,32065,18227,5126,798,0,1203,14130,,0,0,0,21015,880,598,55,2350,230,0,0,0,0,,,0,0,,,,,,,,,,0,0,23,1,,,,,,,,,24857,,,,,,0,0,0,0,40,3000,,,TRUE,94,1138,,,,,0,0,30,360,,,,,,,,,,,,,8250,,6,,,,11M-100Mbps,,NONE,Athena,,29,4,6,0,52,1972,25000,,3500,3500,,,0.1,0.1,0.05,0,40,,17.9,,,,,,,,,2155,NO,CI,SO,TRUE,CI1,
OR9004,2011,Wagner Community Library,111 N Main St,Falls City,97344,111 N Main St,Falls City,97344,Polk,503-787-3521,CCRLS,1,0,0,657,,0,1,0,20,200,TRUE,FALSE,,,,,0,0,30428,1000,0,0,0,862,0,0,0,0,16754,5200,361,487,892,530,1046,,0,0,0,9688,180,283,4,845,94,30,30,12293,4290,,,15525,52,,,,,,,,,,12,12,23,1,,,2653,,,,1088,,,,,,,,2388,0,1690,0,2388,432,,,TRUE,109,2178,,,,,0,0,0,0,,,,,,,,,,,,,730,,4,,,,6.1M-10Mbps,,CCRLS,Millennium,,16,1,3,0,52,1040,5071,,3100,3100,,,0.1,0.1,0.1,as charged by other library / OCLC cost,60,,13.83,,,,,,10.76,,,1921,ME,SD,SO,TRUE,SD1,
